Carrer / Calle;OBJECTID;Número Finca;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
LORIGUILLA;74735;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3862388137413157, 39.48968656175269], ""type"": ""Point""}";39.48968656175269, -0.3862388137413157
CAMPANAR;74736;3ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3899220881684804, 39.48749144659284], ""type"": ""Point""}";39.48749144659284, -0.3899220881684804
MICER MASCO;74739;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36200989162623187, 39.47536171243262], ""type"": ""Point""}";39.47536171243262, -0.36200989162623187
ARQUITECTO SEGURA DE LAGO;74740;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.404362258470646, 39.455869851753725], ""type"": ""Point""}";39.455869851753725, -0.404362258470646
AVELLANAS;74741;12;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37427068677704683, 39.47443825489202], ""type"": ""Point""}";39.47443825489202, -0.37427068677704683
DEMOCRACIA;74749;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39782879448306857, 39.47397461668861], ""type"": ""Point""}";39.47397461668861, -0.39782879448306857
SALAMANCA;74759;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36515237807904416, 39.46734531182534], ""type"": ""Point""}";39.46734531182534, -0.36515237807904416
RODRIGO BOTET;74763;6ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37536574738251954, 39.47128632133643], ""type"": ""Point""}";39.47128632133643, -0.37536574738251954
CAMPAMENTO;74766;67;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4253521344954226, 39.500350482667926], ""type"": ""Point""}";39.500350482667926, -0.4253521344954226
ENRIQUE NAVARRO;74767;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3568633951828374, 39.48439447732379], ""type"": ""Point""}";39.48439447732379, -0.3568633951828374
ACTOR LLORENS;74768;23;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35487001166855003, 39.46809055791299], ""type"": ""Point""}";39.46809055791299, -0.35487001166855003
JOSE BALLESTER GOZALVO;74770;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32503442135135246, 39.48283352523905], ""type"": ""Point""}";39.48283352523905, -0.32503442135135246
RODRIGO DE PERTEGAS;74771;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3442867633377313, 39.461740896351], ""type"": ""Point""}";39.461740896351, -0.3442867633377313
MADERAS;74780;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3394118284321029, 39.46219031512041], ""type"": ""Point""}";39.46219031512041, -0.3394118284321029
GUILLEM DE ANGLESOLA;74782;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34605098776687854, 39.46415412466732], ""type"": ""Point""}";39.46415412466732, -0.34605098776687854
ALQUERIA DE LA ESTRELLA;74793;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3829635806080291, 39.48535718137493], ""type"": ""Point""}";39.48535718137493, -0.3829635806080291
SAN COLUMBANO;74795;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3577892032365545, 39.489271817024665], ""type"": ""Point""}";39.489271817024665, -0.3577892032365545
DOCTOR ZAMENHOF;74801;24;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39194576248457375, 39.47579768284004], ""type"": ""Point""}";39.47579768284004, -0.39194576248457375
TIRSO DE MOLINA;74812;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3926419404836987, 39.47847976011309], ""type"": ""Point""}";39.47847976011309, -0.3926419404836987
MOSSEN FENOLLAR;74815;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3889211910059217, 39.46125528779809], ""type"": ""Point""}";39.46125528779809, -0.3889211910059217
HERNAN CORTES;74818;25ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37083039790592803, 39.46738301901744], ""type"": ""Point""}";39.46738301901744, -0.37083039790592803
HERNAN CORTES;74821;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3719129821889334, 39.4689181816542], ""type"": ""Point""}";39.4689181816542, -0.3719129821889334
CRONISTA ALMELA Y VIVES;74823;7ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35602247892293, 39.47775773057934], ""type"": ""Point""}";39.47775773057934, -0.35602247892293
SERPIS;74828;90ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33818776592995686, 39.47288611769809], ""type"": ""Point""}";39.47288611769809, -0.33818776592995686
MASQUEFA;74834;35;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.358959553821818, 39.48948657197385], ""type"": ""Point""}";39.48948657197385, -0.358959553821818
SANTA MARIA MICAELA;74835;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39296535948415534, 39.471738108175714], ""type"": ""Point""}";39.471738108175714, -0.39296535948415534
LLANTERNERS;74836;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4088983222118472, 39.46264315206312], ""type"": ""Point""}";39.46264315206312, -0.4088983222118472
OLIVERETA;74838;29;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39621374293264344, 39.47239568047118], ""type"": ""Point""}";39.47239568047118, -0.39621374293264344
BURJASOT;74839;301;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3998846104713029, 39.498394040393315], ""type"": ""Point""}";39.498394040393315, -0.3998846104713029
MARQUES DEL TURIA;74842;55;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36793267366406346, 39.467426125578044], ""type"": ""Point""}";39.467426125578044, -0.36793267366406346
BARON DE SAN PETRILLO;74844;41;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36025718511379734, 39.486798685903956], ""type"": ""Point""}";39.486798685903956, -0.36025718511379734
JERONIMO MUgOZ;74845;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3876605909718219, 39.45937044748938], ""type"": ""Point""}";39.45937044748938, -0.3876605909718219
ALMAZORA;74852;16ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37194336803718725, 39.48308626275907], ""type"": ""Point""}";39.48308626275907, -0.37194336803718725
SAGASTA;74853;6ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3733209879458377, 39.469749941513], ""type"": ""Point""}";39.469749941513, -0.3733209879458377
ARQUITECTO ALFARO;74854;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3357934793762436, 39.46131053436938], ""type"": ""Point""}";39.46131053436938, -0.3357934793762436
FELIX DEL RIO (ACTIVISTA VEANAL);74855;44;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3834741793122248, 39.49117958943319], ""type"": ""Point""}";39.49117958943319, -0.3834741793122248
COVADONGA;74856;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3784060363447567, 39.486841587357866], ""type"": ""Point""}";39.486841587357866, -0.3784060363447567
QUART;74857;133;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3909754919326561, 39.47454680378319], ""type"": ""Point""}";39.47454680378319, -0.3909754919326561
SAN VICENTE FERRER;74861;3ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37270571448808004, 39.47383928480855], ""type"": ""Point""}";39.47383928480855, -0.37270571448808004
VALL D;74865;4ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4015976130725015, 39.49198538380709], ""type"": ""Point""}";39.49198538380709, -0.4015976130725015
JACINTO BENAVENTE;74867;13ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3631535058014441, 39.46685253567487], ""type"": ""Point""}";39.46685253567487, -0.3631535058014441
HERNAN CORTES;74869;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3705786959996283, 39.46702367513379], ""type"": ""Point""}";39.46702367513379, -0.3705786959996283
HERNAN CORTES;74875;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37185059241996926, 39.468832871829825], ""type"": ""Point""}";39.468832871829825, -0.37185059241996926
HERNAN CORTES;74877;22ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3710646472891258, 39.46771543666453], ""type"": ""Point""}";39.46771543666453, -0.3710646472891258
ESCULTOR FRECHINA;74886;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38961460426148226, 39.451407823281215], ""type"": ""Point""}";39.451407823281215, -0.38961460426148226
MU-OZ SECA;74888;6ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36175636686529306, 39.473254498700506], ""type"": ""Point""}";39.473254498700506, -0.36175636686529306
ALAMEDA;74890;49;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3490871734430555, 39.4570941596721], ""type"": ""Point""}";39.4570941596721, -0.3490871734430555
DUQUE DE MANDAS;74893;43ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3664363162091897, 39.49161803863417], ""type"": ""Point""}";39.49161803863417, -0.3664363162091897
CARRASQUETA;74897;2ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39545492474591715, 39.494159234369064], ""type"": ""Point""}";39.494159234369064, -0.39545492474591715
MAXIMILIANO THOUS;74900;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37455455089201756, 39.487871446286285], ""type"": ""Point""}";39.487871446286285, -0.37455455089201756
NI-OS DE SAN VICENTE;74902;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3726466544954463, 39.46981247075539], ""type"": ""Point""}";39.46981247075539, -0.3726466544954463
CONSUELO;74905;24ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3363601084958412, 39.46326335009203], ""type"": ""Point""}";39.46326335009203, -0.3363601084958412
MENENDEZ PIDAL;74911;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3871733258848266, 39.48052855507097], ""type"": ""Point""}";39.48052855507097, -0.3871733258848266
SANTO DOMINGO SAVIO;74916;68;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3753902546080967, 39.496012767257696], ""type"": ""Point""}";39.496012767257696, -0.3753902546080967
MAESTRO BELLVER;74922;18ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3914039882360356, 39.465714376230686], ""type"": ""Point""}";39.465714376230686, -0.3914039882360356
MARQUES DEL TURIA;74927;10;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3720108610774634, 39.465611455750334], ""type"": ""Point""}";39.465611455750334, -0.3720108610774634
MARQUES DEL TURIA;74928;34;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3700001086544084, 39.46644701061212], ""type"": ""Point""}";39.46644701061212, -0.3700001086544084
CONSERVA;74933;38ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34404111207490623, 39.466194150142876], ""type"": ""Point""}";39.466194150142876, -0.34404111207490623
PADRE URBANO;74937;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3742003493667154, 39.48902189865099], ""type"": ""Point""}";39.48902189865099, -0.3742003493667154
MALVARROSA;74939;104;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32797887766396394, 39.48155754962623], ""type"": ""Point""}";39.48155754962623, -0.32797887766396394
LEGION ESPAgOLA;74943;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36695228427409016, 39.47721444401968], ""type"": ""Point""}";39.47721444401968, -0.36695228427409016
POETA QUEROL;74947;14ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3742651005588656, 39.47094260051918], ""type"": ""Point""}";39.47094260051918, -0.3742651005588656
LUIS BOLINCHES COMPAa (ESCULTOR);74949;18;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.34454905720538, 39.45733527026224], ""type"": ""Point""}";39.45733527026224, -0.34454905720538
FRANCISCO BALDOMA;74950;59;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3333699830624671, 39.46626063314368], ""type"": ""Point""}";39.46626063314368, -0.3333699830624671
EMILIO BARO;74952;7;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36256703998920015, 39.484465501199175], ""type"": ""Point""}";39.484465501199175, -0.36256703998920015
TORRENTE;74954;25ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40036205523998497, 39.461757400099394], ""type"": ""Point""}";39.461757400099394, -0.40036205523998497
PEDRO ALEIXANDRE;74963;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36392062801242864, 39.460972768578195], ""type"": ""Point""}";39.460972768578195, -0.36392062801242864
RAMON LLULL;74965;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3471662548478306, 39.47600278864134], ""type"": ""Point""}";39.47600278864134, -0.3471662548478306
MARIANO DE CAVIA;74970;23;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40267746618370753, 39.45323947404522], ""type"": ""Point""}";39.45323947404522, -0.40267746618370753
PROFESOR VICENTE LLORENS CASTILLO;74973;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3386473097199001, 39.4610312205383], ""type"": ""Point""}";39.4610312205383, -0.3386473097199001
ALAMEDA;74974;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3661006573236357, 39.4761264782443], ""type"": ""Point""}";39.4761264782443, -0.3661006573236357
PADRE URBANO;74975;26ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3716446967862835, 39.4887378897959], ""type"": ""Point""}";39.4887378897959, -0.3716446967862835
MAESTRO GOZALBO;74977;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36919557269362596, 39.465187758305156], ""type"": ""Point""}";39.465187758305156, -0.36919557269362596
CARTEROS;74979;77;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3894274066976187, 39.44846226841391], ""type"": ""Point""}";39.44846226841391, -0.3894274066976187
BUEN ORDEN;74980;23ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38735326837242473, 39.46807744704892], ""type"": ""Point""}";39.46807744704892, -0.38735326837242473
CERAMISTA ROS;74983;13;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4033407061692318, 39.46240378080769], ""type"": ""Point""}";39.46240378080769, -0.4033407061692318
JORGE JUAN;74984;21;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3686536499525586, 39.468385672765045], ""type"": ""Point""}";39.468385672765045, -0.3686536499525586
CIRILO AMOROS;74985;60ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36863003704999797, 39.46844720865856], ""type"": ""Point""}";39.46844720865856, -0.36863003704999797
SAN MARCELINO;74986;15;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39044638365985945, 39.44533850518659], ""type"": ""Point""}";39.44533850518659, -0.39044638365985945
REVERENDO JOSE NOGUERA;74987;1ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3913259460770626, 39.44631777263856], ""type"": ""Point""}";39.44631777263856, -0.3913259460770626
DOCTOR JUAN REGLA;74989;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35879413401642796, 39.47361969385204], ""type"": ""Point""}";39.47361969385204, -0.35879413401642796
DOCTOR MANUEL CANDELA;74990;38;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3498215684242708, 39.46865070937499], ""type"": ""Point""}";39.46865070937499, -0.3498215684242708
JOSE BENLLIURE;74992;115;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33068159584203216, 39.467220711328956], ""type"": ""Point""}";39.467220711328956, -0.33068159584203216
PADRE LUIS NAVARRO;74994;137;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3299058560576708, 39.46718658443147], ""type"": ""Point""}";39.46718658443147, -0.3299058560576708
JOSE MARIA HARO (MAGISTRAT);74999;31;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33822490619553724, 39.46988107539803], ""type"": ""Point""}";39.46988107539803, -0.33822490619553724
COLON;75001;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3746298960439127, 39.46722527270199], ""type"": ""Point""}";39.46722527270199, -0.3746298960439127
COLON;75002;28;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3730476326772659, 39.46832002182918], ""type"": ""Point""}";39.46832002182918, -0.3730476326772659
ZORRILLA;75007;4;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3668447489411476, 39.44363550386695], ""type"": ""Point""}";39.44363550386695, -0.3668447489411476
POETA ARTOLA;75008;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3488064298237117, 39.475852117818064], ""type"": ""Point""}";39.475852117818064, -0.3488064298237117
XUQUER;75010;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3507167456098536, 39.475792120947176], ""type"": ""Point""}";39.475792120947176, -0.3507167456098536
MOSSEN CUENCA;75011;22;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.33890512239564163, 39.422319272394795], ""type"": ""Point""}";39.422319272394795, -0.33890512239564163
BURJASOT;75019;221;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3950450976789244, 39.49390378275483], ""type"": ""Point""}";39.49390378275483, -0.3950450976789244
BURJASOT;75023;137;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39210344711846795, 39.491068061465846], ""type"": ""Point""}";39.491068061465846, -0.39210344711846795
BURJASOT;75024;105;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39013179586819496, 39.48910869502113], ""type"": ""Point""}";39.48910869502113, -0.39013179586819496
OLTA;75026;50ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37552319023430725, 39.45254079444378], ""type"": ""Point""}";39.45254079444378, -0.37552319023430725
OLTA;75027;37;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3766224176472227, 39.45274005771116], ""type"": ""Point""}";39.45274005771116, -0.3766224176472227
MANUEL SANCHIS GUARNER;75030;1;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3753712358526477, 39.45730782773042], ""type"": ""Point""}";39.45730782773042, -0.3753712358526477
JOSE BALLESTER GOZALVO;75035;35ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3248796954306946, 39.469543906403565], ""type"": ""Point""}";39.469543906403565, -0.3248796954306946
ALBERIQUE;75039;19;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38801958571841, 39.46644824372745], ""type"": ""Point""}";39.46644824372745, -0.38801958571841
LIBRERO ESCLAPES;75047;6;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37530264542128333, 39.49754203474641], ""type"": ""Point""}";39.49754203474641, -0.37530264542128333
CIUDAD DE MULA;75049;20;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.35340067314187873, 39.47402538370194], ""type"": ""Point""}";39.47402538370194, -0.35340067314187873
NARANJOS;75057;S/N;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3466950004696858, 39.480018722798626], ""type"": ""Point""}";39.480018722798626, -0.3466950004696858
JERONIMA GALES (IMPRESSORA);75060;69;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.39231699512657775, 39.450291669868335], ""type"": ""Point""}";39.450291669868335, -0.39231699512657775
PRIMADO REIG;75063;101;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.36576898691105814, 39.486190259558846], ""type"": ""Point""}";39.486190259558846, -0.36576898691105814
SAN JUAN DE LA PEeA;75066;8ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37043239640696396, 39.49606135869507], ""type"": ""Point""}";39.49606135869507, -0.37043239640696396
TRES CRUCES;75069;17;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.40571388488985577, 39.468151360492605], ""type"": ""Point""}";39.468151360492605, -0.40571388488985577
SECANET;75074;45;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4226929086436848, 39.500535810173105], ""type"": ""Point""}";39.500535810173105, -0.4226929086436848
CAUDETE;75075;11;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.317649568056753, 39.309509358095696], ""type"": ""Point""}";39.309509358095696, -0.317649568056753
FERRER Y BIGNE;75076;9;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38567841581859297, 39.527238749292856], ""type"": ""Point""}";39.527238749292856, -0.38567841581859297
DOCTOR LLUCH;75081;19ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3288634133251663, 39.46432127287005], ""type"": ""Point""}";39.46432127287005, -0.3288634133251663
DOCTOR LLUCH;75082;41ac;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.32872792860774797, 39.46524394154642], ""type"": ""Point""}";39.46524394154642, -0.32872792860774797
COLON;75083;32;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3726283501124834, 39.468614725226324], ""type"": ""Point""}";39.468614725226324, -0.3726283501124834
CORREOS;75084;8;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3746093112286539, 39.469797747103144], ""type"": ""Point""}";39.469797747103144, -0.3746093112286539
BARCELONINA;75085;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.37575294676674187, 39.471373982725716], ""type"": ""Point""}";39.471373982725716, -0.37575294676674187
AYUNTAMIENTO;75087;27;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3762489560090899, 39.46917002741334], ""type"": ""Point""}";39.46917002741334, -0.3762489560090899
CREU ROJA;75091;2;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.4132760123139997, 39.461554599859724], ""type"": ""Point""}";39.461554599859724, -0.4132760123139997
CASTELLONET;75092;3;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.3837221884469197, 39.49317829454163], ""type"": ""Point""}";39.49317829454163, -0.3837221884469197
JUAN XXIII;75094;5;GIS;2023-06-19T02:56:33+02:00;GIS;2023-06-19T02:56:33+02:00;"{""coordinates"": [-0.38248273662778987, 39.4908013136149], ""type"": ""Point""}";39.4908013136149, -0.38248273662778987
