gid;Número Placa;Cod. Via / Cod. Vía;Portal;Data Alta / Fecha Alta;objectid;Nombre Places / Numero Plazas;Cod. Activitat / Cod. Actividad;Carrer / Calle;NUM_PLAZAS_TRIB;METROS_AUT ;geo_shape;geo_point_2d
98031;X004562;2400;120;19941219;;0;CO;AVINGUDA CAMPANAR 120;1;3.0;"{""coordinates"": [-0.3946049998347899, 39.47834699972202], ""type"": ""Point""}";39.47834699972202, -0.3946049998347899
98033;X004564;59280;50;19941125;;0;RE;CARRER PINTOR STOLZ 50;70;3.5;"{""coordinates"": [-0.40167000015642146, 39.46992300010392], ""type"": ""Point""}";39.46992300010392, -0.40167000015642146
98035;X004566;81174;18;19950124;;0;CO;CARRER EMILI GASCÓ CONTELL 18;6;4.5;"{""coordinates"": [-0.3467564997682748, 39.47256900021997], ""type"": ""Point""}";39.47256900021997, -0.3467564997682748
98042;X004570;72030;8;19950404;;197;RE;CARRER SUECA 8;197;4.0;"{""coordinates"": [-0.376375500178981, 39.463082999757965], ""type"": ""Point""}";39.463082999757965, -0.376375500178981
98047;X004575;24660;84;20070208;;40;CO;CARRER DOCTOR NICASI BENLLOCH 84;40;3.5;"{""coordinates"": [-0.3967829999265661, 39.49209900038431], ""type"": ""Point""}";39.49209900038431, -0.3967829999265661
98051;X004580;40830;22;19950209;;0;RE;CARRER PREVISORA 22;1;3.0;"{""coordinates"": [-0.38758049968618824, 39.45377699996211], ""type"": ""Point""}";39.45377699996211, -0.38758049968618824
98053;X004585;72270;18;19950321;;0;RE;CARRER TAPINERIA 18;22;3.0;"{""coordinates"": [-0.3763440005804894, 39.47480099992596], ""type"": ""Point""}";39.47480099992596, -0.3763440005804894
98057;X003000;72810;3;19940523;;0;RE;CARRER TIMONEDA 3;127;4.0;"{""coordinates"": [-0.38727225046330593, 39.469257000094096], ""type"": ""Point""}";39.469257000094096, -0.38727225046330593
98059;X004586;58440;18;19950321;;0;RE;CARRER PINTOR CORTINA 18;15;3.5;"{""coordinates"": [-0.3929265003181931, 39.45447000027383], ""type"": ""Point""}";39.45447000027383, -0.3929265003181931
98065;X003006;23430;49;19871228;;0;RE;CARRER GREMIS 49;16;3.3;"{""coordinates"": [-0.4046580004180379, 39.451833000243894], ""type"": ""Point""}";39.451833000243894, -0.4046580004180379
98068;X003010;35610;7;19880119;;0;RE;CARRER HEROI ROMEU 7;41;3.6;"{""coordinates"": [-0.3901454996307408, 39.46833000000511], ""type"": ""Point""}";39.46833000000511, -0.3901454996307408
98070;X003012;4920;6;19861103;;0;RE;CARRER ALTURA 6;3;2.5;"{""coordinates"": [-0.37323180976162706, 39.49566792665153], ""type"": ""Point""}";39.49566792665153, -0.37323180976162706
98074;X003015;17820;102;19870708;;0;RE;CARRER CAVITE 102;2;3.5;"{""coordinates"": [-0.32662349970826265, 39.47966100034144], ""type"": ""Point""}";39.47966100034144, -0.32662349970826265
98075;X003009;2910;259;19870914;;1;RE;CARRER REINA 259;1;3.0;"{""coordinates"": [-0.32805000041920857, 39.473612999958966], ""type"": ""Point""}";39.473612999958966, -0.32805000041920857
98076;X003019;7290;14;19920522;;0;RE;CARRER ARQUEBISBE OLAECHEA 14;13;3.0;"{""coordinates"": [-0.3905093536727874, 39.44376514157568], ""type"": ""Point""}";39.44376514157568, -0.3905093536727874
98081;X003023;34800;3;19870622;;0;RE;CARRER GREGORI MAIANS 3;5;2.5;"{""coordinates"": [-0.37176749986018104, 39.465180000169234], ""type"": ""Point""}";39.465180000169234, -0.37176749986018104
98085;X003028;18180;12;19870401;;4;RE;CARRER CERAMISTA MATEU 12;4;3.0;"{""coordinates"": [-0.39379638311243903, 39.49027615683307], ""type"": ""Point""}";39.49027615683307, -0.39379638311243903
98087;X003030;47040;12;19880315;;0;RE;CARRER MASCARÓ 12;2;2.5;"{""coordinates"": [-0.27764550003239813, 39.27924000029438], ""type"": ""Point""}";39.27924000029438, -0.27764550003239813
98088;X003031;34800;5;19770101;;0;RE;CARRER GREGORI MAIANS 5;14;3.0;"{""coordinates"": [-0.37165949989805197, 39.465026999947106], ""type"": ""Point""}";39.465026999947106, -0.37165949989805197
98089;X003390;70620;28;19770101;;0;CO;CARRER SANTS JUST I PASTOR 28;20;3.0;"{""coordinates"": [-0.35222849969754183, 39.4706790000425], ""type"": ""Point""}";39.4706790000425, -0.35222849969754183
98095;X003393;55920;13;19901203;;44;RE;CARRER PASCUAL I GENÍS 13;44;3.0;"{""coordinates"": [-0.3737880001119175, 39.46941000011648], ""type"": ""Point""}";39.46941000011648, -0.3737880001119175
