Carrer / Calle;OBJECTID;Nombre Places / Número Plazas;created_user;created_date;last_edited_user;last_edited_date;geo_shape;geo_point_2d
HUMANISTA FURIO;256876;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34432871002450083, 39.46934057121587], ""type"": ""Point""}";39.46934057121587, -0.34432871002450083
SAN JACINTO;256877;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3891550815501456, 39.47557530075815], ""type"": ""Point""}";39.47557530075815, -0.3891550815501456
SANTIAGO RUSIiOL;256878;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3628535398877024, 39.49276716701146], ""type"": ""Point""}";39.49276716701146, -0.3628535398877024
PALLETER;256879;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3868256742584582, 39.46972350373298], ""type"": ""Point""}";39.46972350373298, -0.3868256742584582
PALLETER;256882;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.388054003018736, 39.471441261161274], ""type"": ""Point""}";39.471441261161274, -0.388054003018736
ERNESTO ANASTASIO;256883;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3337719307426619, 39.46658475626722], ""type"": ""Point""}";39.46658475626722, -0.3337719307426619
JOSE AGUILAR;256884;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33945588275182725, 39.466943755900616], ""type"": ""Point""}";39.466943755900616, -0.33945588275182725
BALEARES;256886;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3548280384757377, 39.46296613319731], ""type"": ""Point""}";39.46296613319731, -0.3548280384757377
PINTOR MAELLA;256888;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3470035891049198, 39.46239316668559], ""type"": ""Point""}";39.46239316668559, -0.3470035891049198
PEDRO ALEIXANDRE;256895;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3615894986687394, 39.45985693184368], ""type"": ""Point""}";39.45985693184368, -0.3615894986687394
ESCULTOR JOSE CAPUZ;256896;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36172032239771046, 39.460237496152885], ""type"": ""Point""}";39.460237496152885, -0.36172032239771046
PEDRO ALEIXANDRE;256901;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35964920573260034, 39.459407164980846], ""type"": ""Point""}";39.459407164980846, -0.35964920573260034
PEDRO ALEIXANDRE;256903;6;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3609209106243097, 39.459515092816], ""type"": ""Point""}";39.459515092816, -0.3609209106243097
DOCTOR WAKSMAN;256909;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3748026639387467, 39.45686110387078], ""type"": ""Point""}";39.45686110387078, -0.3748026639387467
CORDOBA;256917;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40475408018055226, 39.49470767837343], ""type"": ""Point""}";39.49470767837343, -0.40475408018055226
CORDOBA;256918;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40476423663165245, 39.49447190151871], ""type"": ""Point""}";39.49447190151871, -0.40476423663165245
CORDOBA;256919;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40458644226596796, 39.494488407295606], ""type"": ""Point""}";39.494488407295606, -0.40458644226596796
XIPRERS;256921;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4051405713393891, 39.495323008274674], ""type"": ""Point""}";39.495323008274674, -0.4051405713393891
POBLA DE FARNALS;256923;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34860794607438045, 39.46863190906066], ""type"": ""Point""}";39.46863190906066, -0.34860794607438045
DUQUE DE GAETA;256925;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34904511581168507, 39.46814702217966], ""type"": ""Point""}";39.46814702217966, -0.34904511581168507
DUQUE DE GAETA;256926;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34875462396992113, 39.46886466357], ""type"": ""Point""}";39.46886466357, -0.34875462396992113
HUMANISTA FURIO;256928;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3450362766689755, 39.467889059256095], ""type"": ""Point""}";39.467889059256095, -0.3450362766689755
HUMANISTA FURIO;256929;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34557774484171755, 39.46705633489171], ""type"": ""Point""}";39.46705633489171, -0.34557774484171755
LINARES;256933;13;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39189797609754606, 39.46905444840167], ""type"": ""Point""}";39.46905444840167, -0.39189797609754606
RUAYA;256936;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3769326059003748, 39.48539146170281], ""type"": ""Point""}";39.48539146170281, -0.3769326059003748
PERIS BRELL;256943;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.345762844698891, 39.4688140451886], ""type"": ""Point""}";39.4688140451886, -0.345762844698891
ARQUITECTO GASCO;256944;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3474721361944323, 39.465882001613096], ""type"": ""Point""}";39.465882001613096, -0.3474721361944323
PINTOR NICOLAU;256946;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34832774017291335, 39.46641410803227], ""type"": ""Point""}";39.46641410803227, -0.34832774017291335
FLORESTA;256947;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34871570955926545, 39.46745894955409], ""type"": ""Point""}";39.46745894955409, -0.34871570955926545
POBLA DEL DUC;256952;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3755124852816712, 39.487581157789386], ""type"": ""Point""}";39.487581157789386, -0.3755124852816712
SAGUNTO;256957;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3754251433589382, 39.48819134924348], ""type"": ""Point""}";39.48819134924348, -0.3754251433589382
RUAYA;256960;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37705590557508234, 39.4853996412469], ""type"": ""Point""}";39.4853996412469, -0.37705590557508234
CONSTITUCION;256962;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37514289816610136, 39.490383483517384], ""type"": ""Point""}";39.490383483517384, -0.37514289816610136
URUGUAY;256965;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3860778209206505, 39.45975164422839], ""type"": ""Point""}";39.45975164422839, -0.3860778209206505
CAMPOS CRESPO;256970;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39848421319964034, 39.4543681646225], ""type"": ""Point""}";39.4543681646225, -0.39848421319964034
REAL DE GANDIA;256971;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35476842788191376, 39.48459305904827], ""type"": ""Point""}";39.48459305904827, -0.35476842788191376
REAL DE GANDIA;256972;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3545794758628088, 39.48566282549942], ""type"": ""Point""}";39.48566282549942, -0.3545794758628088
REAL DE GANDIA;256973;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3546716950759501, 39.48567227611482], ""type"": ""Point""}";39.48567227611482, -0.3546716950759501
FELIPE RINALDI;256975;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3770087343335745, 39.493463078302604], ""type"": ""Point""}";39.493463078302604, -0.3770087343335745
MUSICO CHAPI;256980;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36532028731449606, 39.44530179497166], ""type"": ""Point""}";39.44530179497166, -0.36532028731449606
PADRE ESTEBAN PERNET;256983;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40852674245642906, 39.46726421695168], ""type"": ""Point""}";39.46726421695168, -0.40852674245642906
QUILLA;256984;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.27711264887950515, 39.27986807742303], ""type"": ""Point""}";39.27986807742303, -0.27711264887950515
ALBUIXECH;256986;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.353042616363815, 39.47268440027796], ""type"": ""Point""}";39.47268440027796, -0.353042616363815
BLASCO IBAtEZ;256990;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36032486895004456, 39.47805761837273], ""type"": ""Point""}";39.47805761837273, -0.36032486895004456
ALCUDIA DE CRESPINS;256994;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3736643254265878, 39.4937021360853], ""type"": ""Point""}";39.4937021360853, -0.3736643254265878
ARQUITECTO SEGURA DE LAGO;256995;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.40346478885668774, 39.4540913308603], ""type"": ""Point""}";39.4540913308603, -0.40346478885668774
BURJASOT;256999;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38533946051921547, 39.48507553932779], ""type"": ""Point""}";39.48507553932779, -0.38533946051921547
POETA ASINS;257001;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35947636889802753, 39.48715878998307], ""type"": ""Point""}";39.48715878998307, -0.35947636889802753
MISTRAL;257002;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35821909312599454, 39.484279761589455], ""type"": ""Point""}";39.484279761589455, -0.35821909312599454
BARON DE SAN PETRILLO;257004;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3602543804310199, 39.48664235633064], ""type"": ""Point""}";39.48664235633064, -0.3602543804310199
SAN VICENTE MARTIR;257005;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38036734757303187, 39.46729519727651], ""type"": ""Point""}";39.46729519727651, -0.38036734757303187
CREU ROJA;257007;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4133669212616695, 39.461520677846636], ""type"": ""Point""}";39.461520677846636, -0.4133669212616695
MISTRAL;257009;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35824490556297456, 39.48416974794856], ""type"": ""Point""}";39.48416974794856, -0.35824490556297456
MISTRAL;257010;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35817931664053876, 39.484450915468834], ""type"": ""Point""}";39.484450915468834, -0.35817931664053876
CATALUoA;257012;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.35575165046649565, 39.47684090863127], ""type"": ""Point""}";39.47684090863127, -0.35575165046649565
GRABADOR FABREGAT;257017;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3727769579047977, 39.49665729988412], ""type"": ""Point""}";39.49665729988412, -0.3727769579047977
ARQUITECTO SEGURA DE LAGO;257020;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4026556219786165, 39.453125645485144], ""type"": ""Point""}";39.453125645485144, -0.4026556219786165
MONESTIR DE POBLET;257024;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3934507628882226, 39.48547641499395], ""type"": ""Point""}";39.48547641499395, -0.3934507628882226
PUERTO;257035;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3351867153369195, 39.460794889528074], ""type"": ""Point""}";39.460794889528074, -0.3351867153369195
JUAN ANTONIO BENLLIURE;257036;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3331744915677779, 39.46056225097704], ""type"": ""Point""}";39.46056225097704, -0.3331744915677779
CONSTITUCION;257039;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3785957146578432, 39.48505345250354], ""type"": ""Point""}";39.48505345250354, -0.3785957146578432
AUSIAS MARCH;257041;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3697003087024319, 39.447710660488504], ""type"": ""Point""}";39.447710660488504, -0.3697003087024319
CONSTITUCION;257044;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37857260071790805, 39.48515499155467], ""type"": ""Point""}";39.48515499155467, -0.37857260071790805
LLANO DE LA ZAIDIA;257046;12;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.381679145179046, 39.48285822597827], ""type"": ""Point""}";39.48285822597827, -0.381679145179046
HERNANDEZ LAZARO;257051;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4036253931046644, 39.47621207456614], ""type"": ""Point""}";39.47621207456614, -0.4036253931046644
GUILLEM DE CASTRO;257052;9;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3840406419295018, 39.472515574139315], ""type"": ""Point""}";39.472515574139315, -0.3840406419295018
ALMISERAT;257053;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3927674762905062, 39.49273131094475], ""type"": ""Point""}";39.49273131094475, -0.3927674762905062
ECUADOR;257054;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39298744540472696, 39.4960514183759], ""type"": ""Point""}";39.4960514183759, -0.39298744540472696
SALVADOR TUSET;257055;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.39529537966154094, 39.49503865486006], ""type"": ""Point""}";39.49503865486006, -0.39529537966154094
HONDURAS;257058;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34524559825874696, 39.47482351767647], ""type"": ""Point""}";39.47482351767647, -0.34524559825874696
SERPIS;257063;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34399658169881536, 39.474596946485754], ""type"": ""Point""}";39.474596946485754, -0.34399658169881536
MANUEL DE FALLA;257074;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.4022249031890934, 39.47540870130221], ""type"": ""Point""}";39.47540870130221, -0.4022249031890934
JESUS;257075;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.38525622122063174, 39.46415824982448], ""type"": ""Point""}";39.46415824982448, -0.38525622122063174
IBIZA;257078;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34008934186163403, 39.459954886732035], ""type"": ""Point""}";39.459954886732035, -0.34008934186163403
RIO BIDASOA;257081;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37805151886121524, 39.49809333759463], ""type"": ""Point""}";39.49809333759463, -0.37805151886121524
CAMPOAMOR;257083;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3479316506173416, 39.47125712422914], ""type"": ""Point""}";39.47125712422914, -0.3479316506173416
HISTORIADORA SYLVIA ROMEU;257085;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34796354043147676, 39.47075183014533], ""type"": ""Point""}";39.47075183014533, -0.34796354043147676
HISTORIADORA SYLVIA ROMEU;257087;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34766655111047035, 39.47100049537098], ""type"": ""Point""}";39.47100049537098, -0.34766655111047035
HISTORIADORA SYLVIA ROMEU;257089;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3480986783049663, 39.47047850739766], ""type"": ""Point""}";39.47047850739766, -0.3480986783049663
AUSIAS MARCH;257099;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36929311241049345, 39.446735735727344], ""type"": ""Point""}";39.446735735727344, -0.36929311241049345
CAMPOAMOR;257105;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34353651948816694, 39.470167684178044], ""type"": ""Point""}";39.470167684178044, -0.34353651948816694
CAMPOAMOR;257106;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3435616655283857, 39.47009761236863], ""type"": ""Point""}";39.47009761236863, -0.3435616655283857
SE-OR DE AZAGRA;257108;1;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3461742457538448, 39.47050515932345], ""type"": ""Point""}";39.47050515932345, -0.3461742457538448
JOSE MARIA HARO (MAGISTRAT);257109;5;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33700516242745526, 39.47355696612157], ""type"": ""Point""}";39.47355696612157, -0.33700516242745526
AMADO GRANELL MESADO (MILITAR);257115;8;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.36065929552002757, 39.45331149908675], ""type"": ""Point""}";39.45331149908675, -0.36065929552002757
JUAN XXIII;257116;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3825102848408046, 39.490878049372284], ""type"": ""Point""}";39.490878049372284, -0.3825102848408046
JALANCE;257119;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34441162832002614, 39.47048183908513], ""type"": ""Point""}";39.47048183908513, -0.34441162832002614
MUSICO GINES;257123;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34332619164598194, 39.469633278560025], ""type"": ""Point""}";39.469633278560025, -0.34332619164598194
DON VICENTE GUILLOT (TIO BOLA);257130;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.32968776157854807, 39.47342244412673], ""type"": ""Point""}";39.47342244412673, -0.32968776157854807
LAVADERO;257131;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3339213880112541, 39.47023241866032], ""type"": ""Point""}";39.47023241866032, -0.3339213880112541
EXPLORADOR ANDRES;257133;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.34735875041183406, 39.4722331465106], ""type"": ""Point""}";39.4722331465106, -0.34735875041183406
PUERTO;257134;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3375307868913317, 39.461326961929224], ""type"": ""Point""}";39.461326961929224, -0.3375307868913317
MENDEZ NUoEZ;257135;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33838443018758646, 39.459747055989304], ""type"": ""Point""}";39.459747055989304, -0.33838443018758646
PROFESOR VICENTE LLORENS CASTILLO;257138;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.338196295500463, 39.46108107889141], ""type"": ""Point""}";39.46108107889141, -0.338196295500463
BELLO;257143;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33567101088352685, 39.45814587065745], ""type"": ""Point""}";39.45814587065745, -0.33567101088352685
JUAN VERDEGUER;257144;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3347236934468801, 39.45885396638163], ""type"": ""Point""}";39.45885396638163, -0.3347236934468801
FRANCIA;257147;2;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.33289378743095094, 39.458722916192464], ""type"": ""Point""}";39.458722916192464, -0.33289378743095094
REUS;257156;4;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.3785534513213997, 39.485692825243014], ""type"": ""Point""}";39.485692825243014, -0.3785534513213997
BERNIA;257157;3;GIS;2023-06-19T02:53:54+02:00;GIS;2023-06-19T02:53:54+02:00;"{""coordinates"": [-0.37296869468746835, 39.454157145917065], ""type"": ""Point""}";39.454157145917065, -0.37296869468746835
